ENTITY_ID,NAME,DOMAIN,HEADCOUNT,YEAR_FOUNDED,HQ_LOCATION,DESCRIPTION,LINKEDIN_URL,HEADCOUNT_CHANGE_3M,HEADCOUNT_CHANGE_6M,HEADCOUNT_CHANGE_1Y,KEYWORDS
290490644,CourseStorm,coursestorm.com,26,2016,"Orono, Maine,United States","CourseStorm offers class registration software designed to simplify and streamline the registration process for a variety of organizations, including arts and culture organizations, community education programs, workforce and continuing education providers, healthcare and hospitals, kids activities and camps, and online education. Their typical customers are organizations and institutions that offer classes or programs for personal or professional development. CourseStorm differentiates itself by focusing on simplicity, helpfulness, and growth as their core values, and aims to provide user-friendly and easy-to-navigate registration solutions for their customers.",https://www.linkedin.com/company/coursestorm/,-0.07,0.00,0.08,"classes,online education,community education,students,camps,adult education programs,online classes,courses,class registration,adult education"
288331209,Securden,securden.com,95,2018,"Newark, Delaware,United States","Securden, Inc offers a suite of privileged access security solutions, including the Endpoint Privilege Manager, Privileged Account Manager, and Password Vault for Enterprises, among others. Their typical customers are businesses of all types and sizes, from small businesses to large enterprises, who rely on Securden for information security. They position themselves as a company that provides simple, affordable, and innovative solutions in cybersecurity, aiming to shake up the status quo in the IT security sphere by offering products that combine security, simplicity, and affordability.",https://www.linkedin.com/company/securden-inc/,0.06,0.23,0.42,"privileged access,password vault,organizations,privileged account,government agencies,password management,enterprises,privilege management,healthcare organizations,privileged access management"
290483671,Vocareum,vocareum.com,19,2012,"San Jose, California,United States","Vocareum provides virtual lab platforms for learning, research, and assessment across a broad range of courses that require computation. Their products offer interactive computing, cloud computing, programming, and more, and are deployed in various learning contexts, including MOOCs, large residential courses, bootcamps, and corporate training. Their typical customers include universities, educational institutions, and corporate training programs. Vocareum differentiates itself by offering a flexible infrastructure to support a range of use cases, tightly integrating with different learning experiences, providing a rich assessment suite, delivering at scale, and offering flexible content management.",https://www.linkedin.com/company/vocareum/,0.06,0.06,0.12,"organizations,schools,cloud computing,databricks,sandbox,educational institutions,jupyter,learners,universities,jupyter notebook"
290521222,Connected Dealer Services,connecteddealerservices.com,56,2016,"Irvine, California,United States","Connected Dealer Services provides connected car solutions for automotive dealers, including Lot Management, Stolen Vehicle Recovery, Vehicle Health Monitoring, and Service Retention products. Their typical customers are automotive dealers who are looking to optimize their operations and increase profits through the utilization of technology. They position themselves as a company that delivers cutting-edge technology and sophisticated features with a simple setup, ultimately driving dealership profits and providing a comprehensive connected car solution to protect the assets, customers, and profits of their customers.",https://www.linkedin.com/company/connected-dealer-services,,,12,"gps,cars,lots,vehicles,gps technology,drivers,gps tracking,gps device,profits,notifications"
291443375,Kicksite,kicksite.com,33,2007,"Overland Park, Kansas,United States","Kicksite provides martial arts software and websites to help martial arts schools manage their administrative work, attract and retain members, and maximize cash flow. Their typical customers are martial arts school owners who want to spend less time on paperwork and more time training. Kicksite positions itself as a solution that simplifies management tasks, engages both existing and prospective students, and enables school leaders to spend more time teaching. They claim to provide an approach to business that minimizes headaches and maximizes profitability, setting their customers up for long-term success.",https://www.linkedin.com/company/kicksiteonline/,0.18,0.27,0.38,"martial arts,schedule classes,jiu jitsu,traditional martial arts,students,martial arts school,martial artists,muay thai,attendance,active members"
285343054,OA Kittl,kittl.com,113,2020,"Berlin, Berlin,Germany","Kittl provides a range of graphic design tools, templates, and AI-powered design features aimed at helping individuals and businesses create professional designs efficiently. Their typical customers include graphic designers, small business owners, content creators, and individuals looking to create high-quality designs for personal or commercial projects. Kittl positions itself as a platform that unleashes creative power by providing access to AI-powered design tools, unlimited content, and ready-to-use templates, aimed at speeding up workflows and enabling users to turn their ideas into reality with ease.",https://www.linkedin.com/company/kittl/,0.27,0.74,1.63,"stunning designs,professional graphic design,designs,professional design,logos,creative design,mockups,design tools,creativity,design techniques"
287165719,Evive,goevive.com,152,2007,"Chicago, Illinois,United States","Evive specializes in providing personalized, data-driven messaging and outreach solutions to help employers and their employees make the most of their benefits. Their typical customers are large employers and benefits consultants who are looking to improve benefits utilization, engagement, and overall business outcomes. Evive differentiates itself by leveraging rich data sources, including health and behavioral data, to deliver highly personalized, timely outreach to employees and their families. They position themselves as experts in data and HR, offering a business-ready solution that requires little effort from their clients' HR teams, freeing up vital resources to focus on other priorities.",https://www.linkedin.com/company/evive-/,-0.04,-0.02,-0.08,"employees,workers,data,costs,hr teams,measurable outcomes,large employers,workforce,utilization,consultants"
290524619,Volody Products,volody.com,54,2014,"New York, New York,United States","Volody Products Inc offers AI-powered contract management software designed to streamline the contract management process for in-house legal teams. Their typical customers are global enterprises in various industries, including telecom, e-commerce, and finance, who need to manage a large volume of contracts efficiently. Volody positions itself as a solution that leverages advanced AI capabilities to automate manual contract management tasks, improve productivity, and reduce administrative costs, ultimately helping organizations stay on top of their contracts and improve overall performance.",https://www.linkedin.com/company/volody/,0.08,0.17,0.42,"contracts,clm software,legal professionals,agreements,contract management software,lawyers,clauses,clm,legal teams,obligations"
283104985,InteliVideo,intelivideo.com,30,2012,"Broomfield, Colorado,United States","Intelivideo provides an online fitness class platform that enables fitness operators to transform their business into a hybrid model, offering on-demand and livestreaming experiences for gyms or studios. Their typical customers include gyms, health clubs, fitness franchises, boutique fitness studios, and coaching businesses. Intelivideo differentiates themselves by providing a best-in-class technology platform, along with services and support to help hybridize fitness businesses quickly and cost-effectively. They focus on helping their customers compete with disruptive, direct-to-consumer digital fitness companies in a hyper-local fashion.",https://www.linkedin.com/company/intelivideo/,-0.50,-0.50,-0.91,"fitness,fitness industry,setup,fitness programs,physical fitness,fitness enthusiasts,gyms,health club,customizations,gym"
283050388,Sitecore,sitecore.com,1813,2001,"San Francisco, California,United States","Sitecore is a leading provider of digital experience management software and services, offering a range of products and solutions for personalized content, marketing automation, e-commerce, and customer data management. Their typical customers include large enterprises and mid-sized businesses across various industries such as retail, financial services, healthcare, and technology. Sitecore positions itself as a customer experience management company that helps businesses deliver relevant, personalized experiences to their customers across digital channels. They differentiate themselves through their focus on customer experience, personalization, and omnichannel marketing capabilities.",https://www.linkedin.com/company/sitecore/,-0.06,-0.06,-0.07,"brands,personalization,customer interaction,digital assets,composable,content hub,business goals,content strategy,deep expertise,customer centricity"
290522581,Imerso,imerso.com,16,2014,"Oslo, Oslo,Norway","Imerso provides construction quality management solutions using BIM, Reality Capture, and AI technologies. Their typical customers are construction companies involved in new-build constructions and refurbishment projects. They claim to differentiate themselves by offering a unique solution that allows for tracking progress and work quality at construction sites. They emphasize their ability to provide powerful visualization and analytics tools that enable teams to understand what is happening at the site in real-time.",https://www.linkedin.com/company/imerso3d/,0.00,-0.06,-0.11,"bim,constructions,lean construction,bim models,projects,bim software,digital twins,revit,construction management software,data"
290487335,Studycast Cloud PACS,corestudycast.com,39,2007,"Raleigh, North Carolina,United States","Core Sound Imaging offers a cloud-based PACS system called Studycast, which is a medical imaging workflow solution. Their typical customers include clinical practices, hospitals, and medical researchers in the United States and internationally, ranging from single-physician practices to hospital networks and multinational CROs. They position themselves as offering a comprehensive, cost-effective system that is adaptable to the rapidly changing demands of the clinical environment. They differentiate themselves through their dedication to listening to customer feedback and developing real solutions to clinical challenges, as well as their commitment to quality, security, and exceptional support.",https://www.linkedin.com/company/core-sound-imaging/,0.03,0.00,0.18,"workflow,image storage,clinical specialties,data,workflows,workflow solution,teleradiology,emr,diagnostic quality,hospitals"
289248025,LightOn,lighton.ai,48,2016,"Paris, Paris,France","LightOn specializes in providing generative AI solutions for large corporations, government agencies, and public institutions. They offer a range of products and services, including Paradigm, a generative AI platform, and Large Language Models (LLMs) like PAGnol, RITA, Lyra-fr, and Alfred-40B-0723. Their typical customers are large companies, government agencies, and public institutions looking for tailored, efficient generative AI solutions. LightOn differentiates itself by positioning as a strategic partner in the context of AI sovereignty, providing solutions that can be easily integrated into their customers' infrastructure, ensuring data confidentiality and operational efficiency.",https://www.linkedin.com/company/lighton/,0.20,0.41,0.78,"paradigm,ai platform,enterprise sector,aerospace sector,ai solution,ai technology,business workflows,paradigms,artificial intelligence,ai solutions"
290485573,Primafact,primafact.com,5,1999,"Toronto, Ontario,Canada","Primafact offers powerful document management software specifically designed for litigators. Their typical customers are time-pressed trial lawyers looking to enhance team efficiency and improve their advocacy. Primafact claims to differentiate themselves by providing a solution that allows legal teams to be better prepared by having key documents and critical facts at their fingertips, enabling them to respond confidently to on-the-spot challenges in the litigation process.",https://www.linkedin.com/company/11340591/,0.00,,0,"critical facts,litigators,advocacy,trial lawyers,legal teams,litigation practice,litigator,litigation firms,legal practices,litigation team"
132106033,Feith Systems,feith.com,75,1979,"Fort Washington, Pennsylvania,United States","Feith Systems specializes in providing enterprise-grade software and solutions for managing electronic records, documents, and business processes. Their typical customers include large and highly regulated organizations such as the US Federal Government, Fortune 500 companies, life sciences companies, higher education institutions, and organizations in the energy, nuclear, financial services, healthcare, legal, and insurance industries. Feith Systems differentiates itself by emphasizing its deep expertise in government records management, its DoD-certified solutions, and its focus on security-first and compliance-driven software.",https://www.linkedin.com/company/feithsystems/,0.01,0.09,0.14,"records management,agencies,organizations,document management,case management,government agencies,federal government,physical records,foia,records"
290485434,ETAS,etas.com,1866,1994,"Stuttgart, Baden-Wurttemberg,Germany","ETAS provides innovative solutions in the field of embedded systems for the automotive industry. Their products and services include software tools, embedded hardware systems, and engineering services aimed at helping automotive manufacturers and suppliers develop their electronic control units (ECUs) and improve the performance, safety, and security of their vehicles. Their typical customers are automotive OEMs, Tier 1 and Tier 2 suppliers, and other companies involved in the development of automotive electronics. ETAS claims to differentiate themselves through their deep industry expertise, state-of-the-art technology, and a customer-centric approach, positioning themselves as a strategic partner in supporting their clients' innovation and developments.",https://www.linkedin.com/company/etas/,0.07,0.09,0.22,"software defined,basic software,middleware,autosar,middleware solution,development tools,software products,ecu,cybersecurity solutions,free open source"
290134909,Caliber Technologies,caliberuniversal.com,680,2001,"Pittsburgh, Pennsylvania,United States","Caliber Technologies specializes in providing GxP solutions for quality management, with a focus on regulated industries such as pharmaceutical manufacturing, research and development, petrochemicals, water and environment, food testing, and public health. Their products include Laboratory Information Management Systems (LIMS), Batch Record Management Systems (BRM), Electronic Logbooks, and other quality management and automation solutions. Their typical customers are companies operating in the aforementioned industries who require robust, compliant, and efficient solutions for managing their quality and regulatory compliance. Caliber differentiates itself by offering integrated quality management solutions built on cutting-edge technology, ensuring compliance with global regulatory requirements, and providing paperless, host-on-cloud solutions.",https://www.linkedin.com/company/caliberuniversal/,0.03,0.09,0.16,"quality management,regulatory compliance,industries,regulatory requirements,quality processes,qms,sops,quality systems,regulatory guidelines,quality management system"
290485993,Citizenserve,citizenserve.com,2,2001,"New York, New York,United States","Citizenserve provides comprehensive community development e-government solutions for building permits, code enforcement, planning and zoning, business licensing applications and renewals, and customer request tracking. Their typical customers are municipalities across the United States that are seeking to automate and digitize their community development solutions. They position themselves as a solution that can automate, streamline, and simplify workflows and processes to provide exceptional, expedient, and efficient service to constituents for an affordable price. Citizenserve claims to differentiate themselves with their cloud-computing e-government online solutions and their unparalleled customer care program, which includes unlimited training and support at no additional cost.",,,,0,"business licensing,code enforcement,community development,contractor licensing,zoning,rental registration,license applications,building permits,planning zoning,permit applications"
290090639,Webomates,webomates.com,91,2016,"Stamford, Connecticut,United States","Webomates Inc. provides AI-based testing services to help companies release software faster and reduce quality assurance (QA) costs. Their typical customers are companies in various industries that require software testing, such as technology, healthcare, and finance. Webomates Inc. differentiates itself by offering patented AI-based technology, claiming to reduce QA costs by 69%, reduce test time by 80%, and increase code coverage at a 50% cost. They position themselves as a provider of end-to-end AI-based testing services that are versatile, scalable, and dependable.",https://www.linkedin.com/company/webomates/,0.15,0.26,0.54,"test cases,defects,execution,test scripts,scripts,test automation,unit tests,defect,test case,executions"
290481925,QCT,qct.io,204,2012,"San Jose, California,United States","Quanta Cloud Technology (QCT) is a global data center solution provider that offers a comprehensive range of products including servers, storage, switches, integrated racks, and networking solutions. They serve cloud service providers, telecoms, and enterprises running public, hybrid, and private clouds. QCT differentiates itself by offering innovative technology, standard and open hardware, efficiency, scalability, flexibility, reliability, manageability, optimized performance, serviceability, pre-configuration for quick deployment, global supply chain and services, and affordability. They position themselves as a leader in providing solutions that address the next-generation data center design and operation challenges.",https://www.linkedin.com/company/qct/,0.03,0.07,0.03,"hyperscale,infrastructure software,original design manufacturer,datacenter,multi node,datacenters,microserver,hyper converged,ocp,rackmount server"
278330663,CameraMatics,cameramatics.com,119,2016,"Dublin,Ireland","CameraMatics offers a range of fleet management solutions, including a fleet management system, GPS tracking, and dashcams. Their products are designed to improve fleet safety, efficiency, and compliance through real-time support to drivers and fleet managers. Their typical customers are companies with fleets of vehicles, such as those in the transportation and logistics, construction, emergency services, energy and utilities, and field services industries. CameraMatics positions itself as a provider of transformative real-time support, offering an all-in-one fleet management system that provides advanced features such as video-based safety, vehicle telematics, apps and driver workflows, asset monitoring, and environmental impact control.",https://www.linkedin.com/company/cameramatics/,0.13,0.20,0.31,"drivers,fleet,fleet operations,fleet management,fleets,vehicles,fleet operators,telematics,fleet managers,transport operations"
284203586,Enertiv,enertiv.com,46,2009,"New York, New York,United States","Enertiv is an operational intelligence platform that offers products and services focused on increasing Net Operating Income (NOI) and transparency in commercial real estate operations. Their typical customers include stakeholders in asset management, engineering, property management, and sustainability within the commercial real estate industry. Enertiv claims to differentiate themselves by offering a comprehensive and scalable platform for back-of-house operations, providing all-in-one operational intelligence, demonstrating ROI, being system agnostic, taking a hands-on approach, and having the industry's largest operational intelligence dataset.",https://www.linkedin.com/company/enertiv/,0.02,0.02,0.24,"tenant,equipment condition,forecast,tenants,landlord,forecasts,data,forecasting,property managers,work orders"
298110719,Wiremind,wiremind.io,97,2014,"Paris, Paris,France","Wiremind offers optimization solutions for the transport and events industry. Their products include CAYZN for revenue management, CARGOSTACK for cargo management, and EVENTORI for ticketing distribution. Their typical customers are companies in the transport and logistics industries, as well as event organizers looking to optimize their ticketing and distribution processes. Wiremind claims to differentiate themselves by having engineers and experts with industry experience, as well as a focus on user experience and design, AI-powered forecasting, and state-of-the-art infrastructure.",https://www.linkedin.com/company/wiremind/,0.01,0.00,0.03,"air cargo,data,revenue management,revenue optimization,optimization solutions,revenue enhancement,analytics,passenger transportation,capacity management,algorithms"
282423717,PredictHQ,predicthq.com,70,2015,"San Francisco, California,United States","PredictHQ offers a global demand intelligence and data platform that provides event data to fuel AI models, demand forecasting, pricing optimization, labor optimization, inventory and staffing management, and more. Their typical customers are companies of all sizes that use their event data to enhance their forecasting models and make smarter business decisions. PredictHQ differentiates itself by providing clean, real-time event data across a wide range of event categories, which allows businesses to prepare for demand fluctuations and gain relevant insights per location to understand the impact of events on their demand.",https://www.linkedin.com/company/predicthq/,0.00,-0.09,-0.13,"data,apis,sdk,datasets,api access,intelligence,metadata,json,web application,different locations"
291422335,Trym,trym.io,15,2018,"Novato, California,United States","Trym offers cannabis grow software designed for commercial growers. Their typical customers include commercial cannabis cultivation facilities looking to increase yields, improve efficiency, and stay compliant with regulations. Trym differentiates itself by providing a comprehensive solution that includes task management, wireless sensors, data analytics, team management, and seamless integration with Metrc, all aimed at maximizing efficiency and improving the quality of the harvest.",https://www.linkedin.com/company/trymtech/,0.15,0.07,0.07,"growers,task management,consistency,cultivators,crop,data,yields,cultivation,cannabis,task tracking"
290488994,ROGII,rogii.com,124,2013,"Houston, Texas,United States","ROGII offers comprehensive software solutions for geology, drilling, and completions teams to use on a customized cloud-based platform. Their typical customers are E&P (Exploration and Production) companies in the oil and gas industry worldwide. ROGII differentiates itself by providing state-of-the-art technology that optimizes well operations and day-to-day workflows. They also emphasize seamless collaboration and real-time access to data, all covered under comprehensive user rights management and secure data storage.",https://www.linkedin.com/company/rogii/,0.09,0.17,0.39,"solo,completions,geoscience,geoscientists,drilling,multi disciplinary,drilling operations,earth science,wells,data"
282935501,FreeAgent CRM,freeagentcrm.com,41,2016,"Campbell, California,United States","FreeAgent CRM offers a comprehensive customer relationship management platform designed to empower B2B sales teams with better organization, visibility, and productivity. The platform integrates various communication channels, such as email, phone, SMS, and webforms, and provides automation and AI assistance. Their typical customers are B2B sales teams looking to improve their sales process and productivity. FreeAgent CRM differentiates itself by claiming to offer a next-generation CRM that provides instant visibility, seamless integration, and customizable solutions to streamline sales processes and drive revenue growth.",https://www.linkedin.com/company/freeagent-software/,0.11,0.11,-0.02,"b b sales,data,sales teams,dashboards,tasks,sales enablement,management reports,summaries,marketing automation,custom reports"
288331441,Autocorp Technologies,autocorp.ai,32,2019,"Ottawa, Ontario,Canada","Autocorp.ai offers a suite of technology products aimed at helping car dealerships qualify and manage potential car buyers. Their products include AVA Credit, AVA ID, AVA Drive, AVA Trade, and AVA Buy. Their typical customers are car dealerships and sales professionals within the automotive industry. Autocorp.ai claims to differentiate themselves by providing a technology suite that helps dealerships convert website traffic into qualified car buyers, thus saving time and resources by qualifying potential buyers remotely and upfront.",https://www.linkedin.com/company/autocorptech/,0.07,0.33,0.45,"dealers,dealer,dealerships,dealership,car dealerships,auto dealers,consumers,automotive dealers,car buyers,lender"
283481291,NXTsoft,nxtsoft.com,76,2017,"Gilbert, Arizona,United States","NXTsoft offers secure API connectivity, data analytics, and expedited data conversion solutions for fintech companies, banks, and credit unions in the United States. Their typical customers are financial institutions and fintech companies looking to streamline their operations, manage risk, and maximize profitability. NXTsoft differentiates itself by positioning as the market leader in secure, comprehensive API connectivity and by offering solutions that address the specific needs of the financial industry, such as data analytics and data migration.",https://www.linkedin.com/company/kinective-nxtsoftholding/,-0.06,-0.13,-0.37,"cyber security,financial institutions,data,api connectivity,cyber security training,fintechs,apis,banks,cybersecurity training,credit unions"
282809306,Palenca,palenca.com,28,2021,Mexico,"Palenca offers payroll application programming interface (API) solutions. The company helps companies to verify employment data and identity. It was founded in 2021 and is based in Mexico City, Mexico.",https://www.linkedin.com/company/palenca/,-0.03,-0.07,0.08,"employment information,programming interface api,data,employment history,widget,webhooks,income employment,api keys,payroll application,banking information"
291420156,HolonIQ,holoniq.com,50,2018,"New York, New York,United States","HolonIQ provides a Global Impact Intelligence Platform that offers insights, analytics, data visualizations, and AI-powered tools to help organizations make informed decisions. Their typical customers include governments, NGOs, technology companies, financial institutions, universities, multinational corporations, and growth companies. HolonIQ differentiates itself by offering comprehensive and trusted global market intelligence specific to the impact economy, which helps their customers shape the future of humanity by making data-driven decisions and actions.",https://www.linkedin.com/company/holoniq/,0.02,0.14,0.47,"global impact,intelligence platform,taxonomy,data,women leaders,market intelligence,analytics capabilities,benchmarking tool,global insights,global health"
292043662,Airflip,airflip.com,3,2022,"New York, New York,United States","Airflip provides strategic sourcing software for procurement teams to stay organized, automate workflows, fix data issues, and never miss another deadline. Their typical customers are procurement teams and businesses looking to streamline their vendor selection, negotiation, and tracking processes. Airflip claims to differentiate themselves by offering comprehensive data, questionnaires, negotiation guides, and more, taking the headache out of vendor management. They position themselves as a solution to move the buying process out of spreadsheets and find better vendors.",https://www.linkedin.com/company/airflip/,,,0,"data,workflow automation,vendors,suppliers,workflows,strategic sourcing,analytics,resource optimization,category management,spend analytics"
286203772,GuestCentric,guestcentric.com,73,2015,"Lisbon, Lisbon,Portugal","GuestCentric provides a comprehensive, cloud-based digital marketing software and services platform to help hotels grow their direct bookings, manage their online presence, and connect with customers on all digital platforms. Their typical customers include independent hotels and hotel groups, such as Design Hotels, Great Hotels of the World, Leading Hotels of the World, Relais & Chateaux, Small Luxury Hotels, and Small Danish Hotels. GuestCentric positions itself as a trusted partner that offers a unified solution for managing the guest's online journey, including award-winning website design, an integrated booking engine, social media marketing tools, GDS chain code, and a channel manager for online room distribution, claiming to maximize direct bookings and revenue while reducing OTA commissions.",https://www.linkedin.com/company/hostels-hub/,0.01,0.07,0.24,"hotels,channel manager,digital marketing,online marketing,social media marketing,booking engine,independent hotels,channel managers,direct bookings,central reservation system"
291442858,Acoustic,acoustic.com,631,2019,"Conway, Arkansas,United States","Acoustic provides a variety of digital marketing experience solutions, including a customer engagement platform, multichannel marketing, journey orchestration, behavioral insights, and other related products. Their typical customers are customer-obsessed brands seeking to build closer, lasting consumer connections through personalized, relevant, and frictionless engagement. Acoustic positions itself as an industry-leading marketing technology partner committed to creating powerful tools that are easy to use, helping marketers deliver more personalized experiences based on consumer needs and preferences.",https://www.linkedin.com/company/goacoustic/,0.01,0.05,0.09,"marketing technology company,customer lifetime value,customer engagement,customer insights,conversions,customer behavior,analytics,customer retention,marketing roi,customer connections"
285274979,Audience Republic,audiencerepublic.com,30,2015,"Los Angeles, California,United States","Audience Republic is a company that offers a range of products and services aimed at helping event promoters sell more tickets and build their audience. Their offerings include campaign management, event CRM, powerful audience insights, an all-in-one email and messaging platform, and automatic sync to Facebook Custom Audiences, among others. Their typical customers are event promoters, organizers, and marketers across industries such as concerts, sports events, music festivals, and conferences. Audience Republic positions itself as a platform designed to increase word-of-mouth, build audience engagement, and unlock customer insights to drive ticket sales.",https://www.linkedin.com/company/audience-republic/,-0.12,-0.27,-0.39,"fans,tickets,customer insights,ticket sales,data,actionable insights,ticket,campaigns,analytics,opinions"
282424102,Accelevents,accelevents.com,64,2015,"Boston, Massachusetts,United States","Accelevents offers event management software, including features such as advanced registration flows, brand customization, check-in and badge printing, virtual event capabilities, and integrations with other software. Their typical customers are event organizers across various industries, including conferences, trade shows, product launches, fundraisers, seminars, training sessions, career fairs, and enterprise events. They differentiate themselves by providing a customizable and user-friendly platform with 24/7 support, in-depth analytics, and a focus on creating memorable experiences for both organizers and attendees.",https://www.linkedin.com/company/accelevents/,0.08,0.07,0.03,"exhibitors,attendees,attendee engagement,speakers,event attendance,event organizers,exhibitor,badge printing,participants,event apps"
285753959,Rise Up,riseup.ai,182,2014,"Paris, Paris,France","Rise Up offers a comprehensive learning management system (LMS) and learning experience platform (LXP) that helps organizations and training providers accelerate their time-to-skill by providing relevant learning experiences at the point of need. Their typical customers include large enterprises and organizations across various industries, such as healthcare, retail, technology, and education. Rise Up claims differentiation through its tailored LearningOps™ customer service and its ability to connect learning to business outcomes, thus positioning itself as a solution that is not only efficient but also directly contributes to the performance and success of the organization.",https://www.linkedin.com/company/rise-up-ai-france/,-0.01,-0.04,-0.02,"adaptive learning,learners,skills,learning platform,lxp,integrated learning,lms,blended learning,soft skills,learning solutions"
290484409,Health Level,healthlevel.com,55,2010,"Mountain View, California,United States","HealthLevel provides a SaaS platform called Foundations™, which is focused on improving operational efficiency in radiology businesses. Their typical customers are healthcare organizations, including hospitals and providers with imaging services. HealthLevel claims to differentiate themselves by empowering healthcare organizations to make business operations data useful for everyone in the organization, regardless of their experience or skill set, through their user-friendly and informative platform.",https://www.linkedin.com/company/healthlevel/,0.02,0.12,0.2,"business operations,radiology,foundations,teleradiology,data,operational performance,imaging services,profitability,operational efficiency,operational improvements"
290526748,VAL Software,valsoftware.com,77,1986,"Blagnac, Haute-Garonne,France","VAL Software is a publisher of training management software, offering solutions designed to support the growth and success of training organizations in France and Europe. Their typical customers are training organizations and higher education institutions looking to manage their processes more efficiently, optimize their operations through automation, and facilitate reporting with a single database. They claim to differentiate themselves through their expertise in training and technology, their commitment to innovation, transparency, and performance, and their ability to provide personalized customer service.",https://www.linkedin.com/company/val-software-sa/,-0.01,0.01,0.05,"publisher,web based applications,complete solution,business applications,interfaces,business oriented,processes,saas,training providers,management solution"
287165185,Accu-Time Systems,accu-time.com,78,1991,"Windsor Locks, Connecticut,United States","Accu-Time Systems offers time clock solutions, time collection software, cloud-based integrations, provisioning services, and a time tracking solution called TimeCom designed for Workday and Oracle users. Their typical customers are businesses looking to streamline employee time tracking and attendance management. Accu-Time Systems positions themselves as a provider of precision and innovative timekeeping solutions, emphasizing their unparalleled flexibility, accuracy, durability, and seamless integration with existing systems.",https://www.linkedin.com/company/accu-time-systems/,0.01,0.01,0.1,"ats,time clocks,workforce management,time clock,human capital management,employee self service,time attendance,workforce management software,timekeeping,labor management"
282400838,LeetCode,leetcode.com,225,2015,"Palo Alto, California,United States","Founded in the heart of Silicon Valley in 2015, LeetCode consists of an elite and entrepreneurial team with team members from the U.S., China, Canada, and India. We focused on the learning, growth, and career development of software engineers. Each day professional software engineers, students, and aspiring engineers use the rich resources of our platform to improve technical programming skills, get well-prepared for job interviews and land their dream jobs. By the end of 2017, we have achieved the milestone of more than one million of users. Here, there are countless success stories of landing dream jobs through LeetCode.",https://www.linkedin.com/company/leet-code/,0.05,0.18,0.45,"skills,interview,dream jobs,interviews,coding skills,abilities,problem solving skills,problems,job interviews,techniques"
283105109,Invoiced,invoiced.com,20,2012,"Austin, Texas,United States","Invoiced offers automated accounts receivable and accounts payable solutions for businesses. Their typical customers are business-to-business (B2B) companies that need to streamline their invoicing and payment processes. Invoiced claims to differentiate itself by providing a secure and verified network that reduces fraud and vendor impersonation, as well as offering customizable workflows for manual A/R and A/P processes.",https://www.linkedin.com/company/invoiced/,0.00,0.05,0.11,"accounts,collections,payments,invoicing,invoices,receivables,accounts receivable,subscription billing,customer accounts,cash flow management"
291433988,Kadenze,kadenze.com,14,2013,"Weston, Connecticut,United States","Kadenze Inc. offers online creative courses from top universities, brands, and institutions in creative education. Their typical customers are individuals interested in furthering their education in fields such as visual arts, creative computing, music technology, design & fashion, and film & videography. Kadenze Inc. claims to differentiate themselves by providing a global classroom experience, offering college credit on select courses, and fostering a community of learners through their interactive virtual learning environment.",https://www.linkedin.com/company/kadenze/,0.08,0.08,0.17,"programs,universities,institutions,schools,courses,academic institutions,students,higher education institutions,software tools,educators"
283119298,COTA Healthcare,cotahealthcare.com,235,2011,"New York, New York,United States","COTA specializes in organizing and analyzing real-world data in the field of oncology to guide decisions and actions related to cancer care. Their typical customers include healthcare providers, life sciences companies, payers, and researchers in the oncology space. They differentiate themselves by combining oncology expertise with advanced technology and analytics to provide a comprehensive picture of cancer, enabling them to bring clarity to cancer care.",https://www.linkedin.com/company/cotainc/,0.01,0.04,0.69,"data,healthcare services,cancer,cancer care,oncology,cancer research,analytics,oncology care,cancer centers,datasets"
291419774,MealSuite,mealsuite.com,97,1989,"Dallas, Texas,United States","MealSuite offers food service management software that helps senior living and healthcare operators digitize their foodservice operations. Their typical customers are operators in senior living and healthcare facilities such as skilled nursing, assisted living, independent living, acute care, CCRC, and behavioral health. They position themselves as the only all-in-one technology platform that streamlines foodservice operations, from menu planning and production management to inventory control and personalized meal service, all at a fraction of the cost of using multiple technologies. They claim to differentiate themselves by providing continual innovation fueled by customer ideas, a database with 9,000+ regular and therapeutic recipes, and a fully integrated solution for all levels of care.",https://www.linkedin.com/company/meal-suite/,0.04,0.10,0.13,"residents,food service,self service kiosks,foodservice,patients,self ordering,food service operations,kiosks,menu boards,families"
291583724,Pandium,pandium.com,17,2017,"New York, New York,United States","Pandium offers an integration platform that allows companies to build, launch, and promote native software integrations. Their typical customers are B2B SaaS companies who are looking to increase revenue and retention through integrations with other software systems. Pandium claims to differentiate themselves by offering a code-first approach that allows for flexible and customizable integrations, as well as a platform that handles the repetitive and time-consuming aspects of building integrations.",https://www.linkedin.com/company/pandium/,0.00,-0.15,-0.19,"connectors,software integrations,custom integrations,product integrations,apis,native integrations,connector,integration tools,configurations,ipaas"
289612465,Harris ERP,harriserp.com,17,1976,"Missouri,United States","Harris ERP provides enterprise resource planning (ERP) software solutions for the public sector, specifically tailored for cities, counties, and municipalities. Their offerings include software for financial management, human resources and payroll, community development, electronic content management, utility billing/customer information systems, and asset management. They position themselves as a provider of powerful, cost-effective, and easy-to-implement solutions that cater to the unique needs of local government and public administration.",https://www.linkedin.com/company/harriserp/,-0.06,-0.06,-0.06,"community development,document management,flexible design,modular architecture,software integration,electronic content,payroll,utility billing,workflow management,document management system"
